,ubigeo,distrito,tipo_area,poblacion,porcentaje,acumulado_porcentaje,anio
4393,180203,COALAQUE,Area Urbana,453,28.4,28.4,2005
4394,180203,COALAQUE,Area Rural,1142,71.6,100.0,2005
4395,180203,COALAQUE,Total,1595,100.0,100.0,2005
4396,180204,ICHUÑA,Area Urbana,887,23.45,23.45,2005
4397,180204,ICHUÑA,Area Rural,2895,76.55,100.0,2005
4398,180204,ICHUÑA,Total,3782,100.0,100.0,2005
4399,180205,LA CAPILLA,Area Urbana,212,13.9,13.9,2005
4400,180205,LA CAPILLA,Area Rural,1313,86.1,100.0,2005
4401,180205,LA CAPILLA,Total,1525,100.0,100.0,2005
4402,180206,LLOQUE,Area Urbana,1040,86.24,86.24,2005
4403,180206,LLOQUE,Area Rural,166,13.76,100.0,2005
4404,180206,LLOQUE,Total,1206,100.0,100.0,2005
4405,180207,MATALAQUE,Area Urbana,403,28.18,28.18,2005
4406,180207,MATALAQUE,Area Rural,1027,71.82,100.0,2005
4407,180207,MATALAQUE,Total,1430,100.0,100.0,2005
4408,180208,PUQUINA,Area Urbana,1712,53.28,53.28,2005
4409,180208,PUQUINA,Area Rural,1501,46.72,100.0,2005
4410,180208,PUQUINA,Total,3213,100.0,100.0,2005
4411,180209,QUINISTAQUILLAS,Area Urbana,337,47.6,47.6,2005
4412,180209,QUINISTAQUILLAS,Area Rural,371,52.4,100.0,2005
4413,180209,QUINISTAQUILLAS,Total,708,100.0,100.0,2005
4414,180210,UBINAS,Area Urbana,2332,48.54,48.54,2005
4415,180210,UBINAS,Area Rural,2472,51.46,100.0,2005
4416,180210,UBINAS,Total,4804,100.0,100.0,2005
4417,180211,YUNGA,Area Urbana,622,46.01,46.01,2005
4418,180211,YUNGA,Area Rural,730,53.99,100.0,2005
4419,180211,YUNGA,Total,1352,100.0,100.0,2005
4420,180301,ILO,Area Urbana,57393,99.39,99.39,2005
4421,180301,ILO,Area Rural,353,0.61,100.0,2005
4422,180301,ILO,Total,57746,100.0,100.0,2005
4423,180302,EL ALGARROBAL,Area Urbana,22,7.21,7.21,2005
4424,180302,EL ALGARROBAL,Area Rural,283,92.79,100.0,2005
4425,180302,EL ALGARROBAL,Total,305,100.0,100.0,2005
4426,180303,PACOCHA,Area Urbana,4961,99.5,99.5,2005
4427,180303,PACOCHA,Area Rural,25,0.5,100.0,2005
4428,180303,PACOCHA,Total,4986,100.0,100.0,2005
4429,190101,CHAUPIMARCA,Area Urbana,29030,99.76,99.76,2005
4430,190101,CHAUPIMARCA,Area Rural,71,0.24,100.0,2005
4431,190101,CHAUPIMARCA,Total,29101,100.0,100.0,2005
4432,190102,HUACHON,Area Urbana,4040,73.31,73.31,2005
4433,190102,HUACHON,Area Rural,1471,26.69,100.0,2005
4434,190102,HUACHON,Total,5511,100.0,100.0,2005
4435,190103,HUARIACA,Area Urbana,6773,85.77,85.77,2005
4436,190103,HUARIACA,Area Rural,1124,14.23,100.0,2005
4437,190103,HUARIACA,Total,7897,100.0,100.0,2005
4438,190104,HUAYLLAY,Area Urbana,6501,67.78,67.78,2005
4439,190104,HUAYLLAY,Area Rural,3091,32.22,100.0,2005
4440,190104,HUAYLLAY,Total,9592,100.0,100.0,2005
4441,190105,NINACACA,Area Urbana,2649,55.86,55.86,2005
4442,190105,NINACACA,Area Rural,2093,44.14,100.0,2005
4443,190105,NINACACA,Total,4742,100.0,100.0,2005
4444,190106,PALLANCHACRA,Area Urbana,1181,40.7,40.7,2005
4445,190106,PALLANCHACRA,Area Rural,1721,59.3,100.0,2005
4446,190106,PALLANCHACRA,Total,2902,100.0,100.0,2005
4447,190107,PAUCARTAMBO,Area Urbana,11813,64.04,64.04,2005
4448,190107,PAUCARTAMBO,Area Rural,6632,35.96,100.0,2005
4449,190107,PAUCARTAMBO,Total,18445,100.0,100.0,2005
4450,190108,SAN FRANCISCO DE ASIS DE YARUSYACAN,Area Urbana,6245,51.92,51.92,2005
4451,190108,SAN FRANCISCO DE ASIS DE YARUSYACAN,Area Rural,5782,48.08,100.0,2005
4452,190108,SAN FRANCISCO DE ASIS DE YARUSYACAN,Total,12027,100.0,100.0,2005
4453,190109,SIMON BOLIVAR,Area Urbana,12561,89.69,89.69,2005
4454,190109,SIMON BOLIVAR,Area Rural,1444,10.31,100.0,2005
4455,190109,SIMON BOLIVAR,Total,14005,100.0,100.0,2005
4456,190110,TICLACAYAN,Area Urbana,1187,27.55,27.55,2005
4457,190110,TICLACAYAN,Area Rural,3122,72.45,100.0,2005
4458,190110,TICLACAYAN,Total,4309,100.0,100.0,2005
4459,190111,TINYAHUARCO,Area Urbana,5513,95.31,95.31,2005
4460,190111,TINYAHUARCO,Area Rural,271,4.69,100.0,2005
4461,190111,TINYAHUARCO,Total,5784,100.0,100.0,2005
4462,190112,VICCO,Area Urbana,2277,78.49,78.49,2005
4463,190112,VICCO,Area Rural,624,21.51,100.0,2005
4464,190112,VICCO,Total,2901,100.0,100.0,2005
4465,190113,YANACANCHA,Area Urbana,27664,92.49,92.49,2005
4466,190113,YANACANCHA,Area Rural,2246,7.51,100.0,2005
4467,190113,YANACANCHA,Total,29910,100.0,100.0,2005
4468,190201,YANAHUANCA,Area Urbana,6925,49.66,49.66,2005
4469,190201,YANAHUANCA,Area Rural,7020,50.34,100.0,2005
4470,190201,YANAHUANCA,Total,13945,100.0,100.0,2005
4471,190202,CHACAYAN,Area Urbana,1668,65.33,65.33,2005
4472,190202,CHACAYAN,Area Rural,885,34.67,100.0,2005
4473,190202,CHACAYAN,Total,2553,100.0,100.0,2005
4474,190203,GOYLLARISQUIZGA,Area Urbana,1310,96.61,96.61,2005
4475,190203,GOYLLARISQUIZGA,Area Rural,46,3.39,100.0,2005
4476,190203,GOYLLARISQUIZGA,Total,1356,100.0,100.0,2005
4477,190204,PAUCAR,Area Urbana,1765,79.36,79.36,2005
4478,190204,PAUCAR,Area Rural,459,20.64,100.0,2005
4479,190204,PAUCAR,Total,2224,100.0,100.0,2005
4480,190205,SAN PEDRO DE PILLAO,Area Urbana,937,67.07,67.07,2005
4481,190205,SAN PEDRO DE PILLAO,Area Rural,460,32.93,100.0,2005
4482,190205,SAN PEDRO DE PILLAO,Total,1397,100.0,100.0,2005
4483,190206,SANTA ANA DE TUSI,Area Urbana,6893,46.25,46.25,2005
4484,190206,SANTA ANA DE TUSI,Area Rural,8011,53.75,100.0,2005
4485,190206,SANTA ANA DE TUSI,Total,14904,100.0,100.0,2005
4486,190207,TAPUC,Area Urbana,2967,89.66,89.66,2005
4487,190207,TAPUC,Area Rural,342,10.34,100.0,2005
4488,190207,TAPUC,Total,3309,100.0,100.0,2005
4489,190208,VILCABAMBA,Area Urbana,1002,54.4,54.4,2005
4490,190208,VILCABAMBA,Area Rural,840,45.6,100.0,2005
4491,190208,VILCABAMBA,Total,1842,100.0,100.0,2005
4492,190301,OXAPAMPA,Area Urbana,8554,60.82,60.82,2005
4493,190301,OXAPAMPA,Area Rural,5510,39.18,100.0,2005
4494,190301,OXAPAMPA,Total,14064,100.0,100.0,2005
4495,190302,CHONTABAMBA,Area Urbana,1257,40.61,40.61,2005
4496,190302,CHONTABAMBA,Area Rural,1838,59.39,100.0,2005
4497,190302,CHONTABAMBA,Total,3095,100.0,100.0,2005
4498,190303,HUANCABAMBA,Area Urbana,624,9.16,9.16,2005
4499,190303,HUANCABAMBA,Area Rural,6186,90.84,100.0,2005
4500,190303,HUANCABAMBA,Total,6810,100.0,100.0,2005
4501,190304,PALCAZU,Area Urbana,855,9.62,9.62,2005
4502,190304,PALCAZU,Area Rural,8032,90.38,100.0,2005
4503,190304,PALCAZU,Total,8887,100.0,100.0,2005
4504,190305,POZUZO,Area Urbana,674,8.59,8.59,2005
4505,190305,POZUZO,Area Rural,7173,91.41,100.0,2005
4506,190305,POZUZO,Total,7847,100.0,100.0,2005
4507,190306,PUERTO BERMUDEZ,Area Urbana,4415,21.56,21.56,2005
4508,190306,PUERTO BERMUDEZ,Area Rural,16059,78.44,100.0,2005
4509,190306,PUERTO BERMUDEZ,Total,20474,100.0,100.0,2005
4510,190307,VILLA RICA,Area Urbana,10092,59.61,59.61,2005
4511,190307,VILLA RICA,Area Rural,6839,40.39,100.0,2005
4512,190307,VILLA RICA,Total,16931,100.0,100.0,2005
4513,200101,PIURA,Area Urbana,242032,97.62,97.62,2005
4514,200101,PIURA,Area Rural,5911,2.38,100.0,2005
4515,200101,PIURA,Total,247943,100.0,100.0,2005
4516,200104,CASTILLA,Area Urbana,119800,99.2,99.2,2005
4517,200104,CASTILLA,Area Rural,966,0.8,100.0,2005
4518,200104,CASTILLA,Total,120766,100.0,100.0,2005
4519,200105,CATACAOS,Area Urbana,63013,97.21,97.21,2005
4520,200105,CATACAOS,Area Rural,1809,2.79,100.0,2005
4521,200105,CATACAOS,Total,64822,100.0,100.0,2005
4522,200107,CURA MORI,Area Urbana,14486,87.56,87.56,2005
4523,200107,CURA MORI,Area Rural,2059,12.44,100.0,2005
4524,200107,CURA MORI,Total,16545,100.0,100.0,2005
4525,200108,EL TALLAN,Area Urbana,3836,77.75,77.75,2005
4526,200108,EL TALLAN,Area Rural,1098,22.25,100.0,2005
4527,200108,EL TALLAN,Total,4934,100.0,100.0,2005
4528,200109,LA ARENA,Area Urbana,30886,90.55,90.55,2005
4529,200109,LA ARENA,Area Rural,3224,9.45,100.0,2005
4530,200109,LA ARENA,Total,34110,100.0,100.0,2005
4531,200110,LA UNION,Area Urbana,33369,96.61,96.61,2005
4532,200110,LA UNION,Area Rural,1171,3.39,100.0,2005
4533,200110,LA UNION,Total,34540,100.0,100.0,2005
4534,200111,LAS LOMAS,Area Urbana,9873,37.19,37.19,2005
4535,200111,LAS LOMAS,Area Rural,16674,62.81,100.0,2005
4536,200111,LAS LOMAS,Total,26547,100.0,100.0,2005
4537,200114,TAMBO GRANDE,Area Urbana,33641,36.48,36.48,2005
4538,200114,TAMBO GRANDE,Area Rural,58580,63.52,100.0,2005
4539,200114,TAMBO GRANDE,Total,92221,100.0,100.0,2005
4540,200201,AYABACA,Area Urbana,4708,12.57,12.57,2005
4541,200201,AYABACA,Area Rural,32736,87.43,100.0,2005
4542,200201,AYABACA,Total,37444,100.0,100.0,2005
4543,200202,FRIAS,Area Urbana,1994,8.74,8.74,2005
4544,200202,FRIAS,Area Rural,20818,91.26,100.0,2005
4545,200202,FRIAS,Total,22812,100.0,100.0,2005
4546,200203,JILILI,Area Urbana,340,11.43,11.43,2005
4547,200203,JILILI,Area Rural,2635,88.57,100.0,2005
4548,200203,JILILI,Total,2975,100.0,100.0,2005
4549,200204,LAGUNAS,Area Urbana,209,3.34,3.34,2005
4550,200204,LAGUNAS,Area Rural,6040,96.66,100.0,2005
4551,200204,LAGUNAS,Total,6249,100.0,100.0,2005
4552,200205,MONTERO,Area Urbana,1105,14.42,14.42,2005
4553,200205,MONTERO,Area Rural,6560,85.58,100.0,2005
4554,200205,MONTERO,Total,7665,100.0,100.0,2005
4555,200206,PACAIPAMPA,Area Urbana,1109,4.3,4.3,2005
4556,200206,PACAIPAMPA,Area Rural,24679,95.7,100.0,2005
4557,200206,PACAIPAMPA,Total,25788,100.0,100.0,2005
4558,200207,PAIMAS,Area Urbana,1726,17.68,17.68,2005
4559,200207,PAIMAS,Area Rural,8035,82.32,100.0,2005
4560,200207,PAIMAS,Total,9761,100.0,100.0,2005
4561,200208,SAPILLICA,Area Urbana,691,6.26,6.26,2005
4562,200208,SAPILLICA,Area Rural,10341,93.74,100.0,2005
4563,200208,SAPILLICA,Total,11032,100.0,100.0,2005
4564,200209,SICCHEZ,Area Urbana,1192,48.53,48.53,2005
4565,200209,SICCHEZ,Area Rural,1264,51.47,100.0,2005
4566,200209,SICCHEZ,Total,2456,100.0,100.0,2005
4567,200210,SUYO,Area Urbana,888,7.36,7.36,2005
4568,200210,SUYO,Area Rural,11175,92.64,100.0,2005
4569,200210,SUYO,Total,12063,100.0,100.0,2005
4570,200301,HUANCABAMBA,Area Urbana,6899,23.44,23.44,2005
4571,200301,HUANCABAMBA,Area Rural,22533,76.56,100.0,2005
4572,200301,HUANCABAMBA,Total,29432,100.0,100.0,2005
4573,200302,CANCHAQUE,Area Urbana,1617,17.5,17.5,2005
4574,200302,CANCHAQUE,Area Rural,7625,82.5,100.0,2005
4575,200302,CANCHAQUE,Total,9242,100.0,100.0,2005
4576,200303,EL CARMEN DE LA FRONTERA,Area Urbana,473,3.73,3.73,2005
4577,200303,EL CARMEN DE LA FRONTERA,Area Rural,12220,96.27,100.0,2005
4578,200303,EL CARMEN DE LA FRONTERA,Total,12693,100.0,100.0,2005
4579,200304,HUARMACA,Area Urbana,1681,4.4,4.4,2005
4580,200304,HUARMACA,Area Rural,36528,95.6,100.0,2005
4581,200304,HUARMACA,Total,38209,100.0,100.0,2005
4582,200305,LALAQUIZ,Area Urbana,530,10.0,10.0,2005
4583,200305,LALAQUIZ,Area Rural,4770,90.0,100.0,2005
4584,200305,LALAQUIZ,Total,5300,100.0,100.0,2005
4585,200306,SAN MIGUEL DE EL FAIQUE,Area Urbana,930,9.86,9.86,2005
4586,200306,SAN MIGUEL DE EL FAIQUE,Area Rural,8500,90.14,100.0,2005
4587,200306,SAN MIGUEL DE EL FAIQUE,Total,9430,100.0,100.0,2005
4588,200307,SONDOR,Area Urbana,979,11.54,11.54,2005
4589,200307,SONDOR,Area Rural,7507,88.46,100.0,2005
4590,200307,SONDOR,Total,8486,100.0,100.0,2005
4591,200308,SONDORILLO,Area Urbana,453,4.25,4.25,2005
4592,200308,SONDORILLO,Area Rural,10211,95.75,100.0,2005
4593,200308,SONDORILLO,Total,10664,100.0,100.0,2005
4594,200401,CHULUCANAS,Area Urbana,56516,72.69,72.69,2005
4595,200401,CHULUCANAS,Area Rural,21233,27.31,100.0,2005
4596,200401,CHULUCANAS,Total,77749,100.0,100.0,2005
4597,200402,BUENOS AIRES,Area Urbana,5455,59.52,59.52,2005
4598,200402,BUENOS AIRES,Area Rural,3710,40.48,100.0,2005
4599,200402,BUENOS AIRES,Total,9165,100.0,100.0,2005
4600,200403,CHALACO,Area Urbana,1313,13.14,13.14,2005
4601,200403,CHALACO,Area Rural,8676,86.86,100.0,2005
4602,200403,CHALACO,Total,9989,100.0,100.0,2005
4603,200404,LA MATANZA,Area Urbana,8249,61.79,61.79,2005
4604,200404,LA MATANZA,Area Rural,5100,38.21,100.0,2005
4605,200404,LA MATANZA,Total,13349,100.0,100.0,2005
4606,200405,MORROPON,Area Urbana,9630,65.38,65.38,2005
4607,200405,MORROPON,Area Rural,5099,34.62,100.0,2005
4608,200405,MORROPON,Total,14729,100.0,100.0,2005
4609,200406,SALITRAL,Area Urbana,5032,59.52,59.52,2005
4610,200406,SALITRAL,Area Rural,3422,40.48,100.0,2005
4611,200406,SALITRAL,Total,8454,100.0,100.0,2005
4612,200407,SAN JUAN DE BIGOTE,Area Urbana,3902,52.84,52.84,2005
4613,200407,SAN JUAN DE BIGOTE,Area Rural,3482,47.16,100.0,2005
4614,200407,SAN JUAN DE BIGOTE,Total,7384,100.0,100.0,2005
4615,200408,SANTA CATALINA DE MOSSA,Area Urbana,1399,31.01,31.01,2005
4616,200408,SANTA CATALINA DE MOSSA,Area Rural,3113,68.99,100.0,2005
4617,200408,SANTA CATALINA DE MOSSA,Total,4512,100.0,100.0,2005
4618,200409,SANTO DOMINGO,Area Urbana,1060,13.23,13.23,2005
4619,200409,SANTO DOMINGO,Area Rural,6950,86.77,100.0,2005
4620,200409,SANTO DOMINGO,Total,8010,100.0,100.0,2005
4621,200410,YAMANGO,Area Urbana,1431,14.54,14.54,2005
4622,200410,YAMANGO,Area Rural,8409,85.46,100.0,2005
4623,200410,YAMANGO,Total,9840,100.0,100.0,2005
4624,200501,PAITA,Area Urbana,69391,99.99,99.99,2005
4625,200501,PAITA,Area Rural,10,0.01,100.0,2005
4626,200501,PAITA,Total,69401,100.0,100.0,2005
4627,200502,AMOTAPE,Area Urbana,2142,95.2,95.2,2005
4628,200502,AMOTAPE,Area Rural,108,4.8,100.0,2005
4629,200502,AMOTAPE,Total,2250,100.0,100.0,2005
4630,200503,ARENAL,Area Urbana,624,55.08,55.08,2005
4631,200503,ARENAL,Area Rural,509,44.92,100.0,2005
4632,200503,ARENAL,Total,1133,100.0,100.0,2005
4633,200504,COLAN,Area Urbana,11304,91.92,91.92,2005
4634,200504,COLAN,Area Rural,994,8.08,100.0,2005
4635,200504,COLAN,Total,12298,100.0,100.0,2005
4636,200505,LA HUACA,Area Urbana,8705,82.17,82.17,2005
4637,200505,LA HUACA,Area Rural,1889,17.83,100.0,2005
4638,200505,LA HUACA,Total,10594,100.0,100.0,2005
4639,200506,TAMARINDO,Area Urbana,4044,95.09,95.09,2005
4640,200506,TAMARINDO,Area Rural,209,4.91,100.0,2005
4641,200506,TAMARINDO,Total,4253,100.0,100.0,2005
4642,200507,VICHAYAL,Area Urbana,4061,77.77,77.77,2005
4643,200507,VICHAYAL,Area Rural,1161,22.23,100.0,2005
4644,200507,VICHAYAL,Total,5222,100.0,100.0,2005
4645,200601,SULLANA,Area Urbana,139170,93.24,93.24,2005
4646,200601,SULLANA,Area Rural,10091,6.76,100.0,2005
4647,200601,SULLANA,Total,149261,100.0,100.0,2005
4648,200602,BELLAVISTA,Area Urbana,35908,100.0,100.0,2005
4649,200602,BELLAVISTA,Total,35908,100.0,100.0,2005
4650,200603,IGNACIO ESCUDERO,Area Urbana,16343,96.17,96.17,2005
4651,200603,IGNACIO ESCUDERO,Area Rural,650,3.83,100.0,2005
4652,200603,IGNACIO ESCUDERO,Total,16993,100.0,100.0,2005
4653,200604,LANCONES,Area Urbana,391,2.94,2.94,2005
4654,200604,LANCONES,Area Rural,12911,97.06,100.0,2005
4655,200604,LANCONES,Total,13302,100.0,100.0,2005
4656,200605,MARCAVELICA,Area Urbana,23757,93.56,93.56,2005
4657,200605,MARCAVELICA,Area Rural,1634,6.44,100.0,2005
4658,200605,MARCAVELICA,Total,25391,100.0,100.0,2005
4659,200606,MIGUEL CHECA,Area Urbana,7002,97.13,97.13,2005
4660,200606,MIGUEL CHECA,Area Rural,207,2.87,100.0,2005
4661,200606,MIGUEL CHECA,Total,7209,100.0,100.0,2005
4662,200607,QUERECOTILLO,Area Urbana,21400,89.03,89.03,2005
4663,200607,QUERECOTILLO,Area Rural,2638,10.97,100.0,2005
4664,200607,QUERECOTILLO,Total,24038,100.0,100.0,2005
4665,200608,SALITRAL,Area Urbana,5366,91.07,91.07,2005
4666,200608,SALITRAL,Area Rural,526,8.93,100.0,2005
4667,200608,SALITRAL,Total,5892,100.0,100.0,2005
4668,200701,PARIÑAS,Area Urbana,84373,99.29,99.29,2005
4669,200701,PARIÑAS,Area Rural,605,0.71,100.0,2005
4670,200701,PARIÑAS,Total,84978,100.0,100.0,2005
4671,200702,EL ALTO,Area Urbana,6536,100.0,100.0,2005
4672,200702,EL ALTO,Total,6536,100.0,100.0,2005
4673,200703,LA BREA,Area Urbana,11719,97.69,97.69,2005
4674,200703,LA BREA,Area Rural,277,2.31,100.0,2005
4675,200703,LA BREA,Total,11996,100.0,100.0,2005
4676,200704,LOBITOS,Area Urbana,910,93.05,93.05,2005
4677,200704,LOBITOS,Area Rural,68,6.95,100.0,2005
4678,200704,LOBITOS,Total,978,100.0,100.0,2005
4679,200705,LOS ORGANOS,Area Urbana,8076,88.71,88.71,2005
4680,200705,LOS ORGANOS,Area Rural,1028,11.29,100.0,2005
4681,200705,LOS ORGANOS,Total,9104,100.0,100.0,2005
4682,200706,MANCORA,Area Urbana,8447,98.56,98.56,2005
4683,200706,MANCORA,Area Rural,123,1.44,100.0,2005
4684,200706,MANCORA,Total,8570,100.0,100.0,2005
4685,200801,SECHURA,Area Urbana,29861,96.9,96.9,2005
4686,200801,SECHURA,Area Rural,956,3.1,100.0,2005
4687,200801,SECHURA,Total,30817,100.0,100.0,2005
4688,200802,BELLAVISTA DE LA UNION,Area Urbana,3345,85.33,85.33,2005
4689,200802,BELLAVISTA DE LA UNION,Area Rural,575,14.67,100.0,2005
4690,200802,BELLAVISTA DE LA UNION,Total,3920,100.0,100.0,2005
4691,200803,BERNAL,Area Urbana,5140,88.65,88.65,2005
4692,200803,BERNAL,Area Rural,658,11.35,100.0,2005
4693,200803,BERNAL,Total,5798,100.0,100.0,2005
4694,200804,CRISTO NOS VALGA,Area Urbana,2192,68.82,68.82,2005
4695,200804,CRISTO NOS VALGA,Area Rural,993,31.18,100.0,2005
4696,200804,CRISTO NOS VALGA,Total,3185,100.0,100.0,2005
4697,200805,VICE,Area Urbana,11420,96.84,96.84,2005
4698,200805,VICE,Area Rural,373,3.16,100.0,2005
4699,200805,VICE,Total,11793,100.0,100.0,2005
4700,200806,RINCONADA LLICUAR,Area Urbana,2626,99.39,99.39,2005
4701,200806,RINCONADA LLICUAR,Area Rural,16,0.61,100.0,2005
4702,200806,RINCONADA LLICUAR,Total,2642,100.0,100.0,2005
4703,210101,PUNO,Area Urbana,118008,95.24,95.24,2005
4704,210101,PUNO,Area Rural,5898,4.76,100.0,2005
4705,210101,PUNO,Total,123906,100.0,100.0,2005
4706,210102,ACORA,Area Urbana,3016,10.37,10.37,2005
4707,210102,ACORA,Area Rural,26067,89.63,100.0,2005
4708,210102,ACORA,Total,29083,100.0,100.0,2005
4709,210103,AMANTANI,Area Urbana,399,9.38,9.38,2005
4710,210103,AMANTANI,Area Rural,3856,90.62,100.0,2005
4711,210103,AMANTANI,Total,4255,100.0,100.0,2005
4712,210104,ATUNCOLLA,Area Urbana,238,5.97,5.97,2005
4713,210104,ATUNCOLLA,Area Rural,3746,94.03,100.0,2005
4714,210104,ATUNCOLLA,Total,3984,100.0,100.0,2005
4715,210105,CAPACHICA,Area Urbana,602,5.83,5.83,2005
4716,210105,CAPACHICA,Area Rural,9718,94.17,100.0,2005
4717,210105,CAPACHICA,Total,10320,100.0,100.0,2005
4718,210106,CHUCUITO,Area Urbana,793,8.47,8.47,2005
4719,210106,CHUCUITO,Area Rural,8573,91.53,100.0,2005
4720,210106,CHUCUITO,Total,9366,100.0,100.0,2005
4721,210107,COATA,Area Urbana,1698,24.28,24.28,2005
4722,210107,COATA,Area Rural,5296,75.72,100.0,2005
4723,210107,COATA,Total,6994,100.0,100.0,2005
4724,210108,HUATA,Area Urbana,335,9.87,9.87,2005
4725,210108,HUATA,Area Rural,3058,90.13,100.0,2005
4726,210108,HUATA,Total,3393,100.0,100.0,2005
4727,210109,MAÑAZO,Area Urbana,2225,40.18,40.18,2005
4728,210109,MAÑAZO,Area Rural,3312,59.82,100.0,2005
4729,210109,MAÑAZO,Total,5537,100.0,100.0,2005
4730,210110,PAUCARCOLLA,Area Urbana,583,12.92,12.92,2005
4731,210110,PAUCARCOLLA,Area Rural,3928,87.08,100.0,2005
4732,210110,PAUCARCOLLA,Total,4511,100.0,100.0,2005
4733,210111,PICHACANI,Area Urbana,1840,30.0,30.0,2005
4734,210111,PICHACANI,Area Rural,4294,70.0,100.0,2005
4735,210111,PICHACANI,Total,6134,100.0,100.0,2005
4736,210112,PLATERIA,Area Urbana,518,5.86,5.86,2005
4737,210112,PLATERIA,Area Rural,8317,94.14,100.0,2005
4738,210112,PLATERIA,Total,8835,100.0,100.0,2005
4739,210113,SAN ANTONIO,Area Urbana,154,9.55,9.55,2005
4740,210113,SAN ANTONIO,Area Rural,1459,90.45,100.0,2005
4741,210113,SAN ANTONIO,Total,1613,100.0,100.0,2005
4742,210114,TIQUILLACA,Area Urbana,209,10.35,10.35,2005
4743,210114,TIQUILLACA,Area Rural,1810,89.65,100.0,2005
4744,210114,TIQUILLACA,Total,2019,100.0,100.0,2005
4745,210115,VILQUE,Area Urbana,663,22.5,22.5,2005
4746,210115,VILQUE,Area Rural,2284,77.5,100.0,2005
4747,210115,VILQUE,Total,2947,100.0,100.0,2005
4748,210201,AZANGARO,Area Urbana,15009,50.62,50.62,2005
4749,210201,AZANGARO,Area Rural,14640,49.38,100.0,2005
4750,210201,AZANGARO,Total,29649,100.0,100.0,2005
4751,210202,ACHAYA,Area Urbana,45,1.19,1.19,2005
4752,210202,ACHAYA,Area Rural,3725,98.81,100.0,2005
4753,210202,ACHAYA,Total,3770,100.0,100.0,2005
4754,210203,ARAPA,Area Urbana,1244,12.22,12.22,2005
4755,210203,ARAPA,Area Rural,8934,87.78,100.0,2005
4756,210203,ARAPA,Total,10178,100.0,100.0,2005
4757,210204,ASILLO,Area Urbana,3526,18.83,18.83,2005
4758,210204,ASILLO,Area Rural,15199,81.17,100.0,2005
4759,210204,ASILLO,Total,18725,100.0,100.0,2005
4760,210205,CAMINACA,Area Urbana,169,4.46,4.46,2005
4761,210205,CAMINACA,Area Rural,3622,95.54,100.0,2005
4762,210205,CAMINACA,Total,3791,100.0,100.0,2005
4763,210206,CHUPA,Area Urbana,1169,11.21,11.21,2005
4764,210206,CHUPA,Area Rural,9259,88.79,100.0,2005
4765,210206,CHUPA,Total,10428,100.0,100.0,2005
4766,210207,JOSE DOMINGO CHOQUEHUANCA,Area Urbana,3793,71.76,71.76,2005
4767,210207,JOSE DOMINGO CHOQUEHUANCA,Area Rural,1493,28.24,100.0,2005
4768,210207,JOSE DOMINGO CHOQUEHUANCA,Total,5286,100.0,100.0,2005
4769,210208,MUÑANI,Area Urbana,2487,32.45,32.45,2005
4770,210208,MUÑANI,Area Rural,5178,67.55,100.0,2005
4771,210208,MUÑANI,Total,7665,100.0,100.0,2005
4772,210209,POTONI,Area Urbana,1458,23.36,23.36,2005
4773,210209,POTONI,Area Rural,4784,76.64,100.0,2005
4774,210209,POTONI,Total,6242,100.0,100.0,2005
4775,210210,SAMAN,Area Urbana,373,2.88,2.88,2005
4776,210210,SAMAN,Area Rural,12565,97.12,100.0,2005
4777,210210,SAMAN,Total,12938,100.0,100.0,2005
4778,210211,SAN ANTON,Area Urbana,2297,32.23,32.23,2005
4779,210211,SAN ANTON,Area Rural,4831,67.77,100.0,2005
4780,210211,SAN ANTON,Total,7128,100.0,100.0,2005
4781,210212,SAN JOSE,Area Urbana,2803,39.02,39.02,2005
4782,210212,SAN JOSE,Area Rural,4380,60.98,100.0,2005
4783,210212,SAN JOSE,Total,7183,100.0,100.0,2005
4784,210213,SAN JUAN DE SALINAS,Area Urbana,102,2.67,2.67,2005
4785,210213,SAN JUAN DE SALINAS,Area Rural,3721,97.33,100.0,2005
4786,210213,SAN JUAN DE SALINAS,Total,3823,100.0,100.0,2005
4787,210214,SANTIAGO DE PUPUJA,Area Urbana,248,3.73,3.73,2005
4788,210214,SANTIAGO DE PUPUJA,Area Rural,6392,96.27,100.0,2005
4789,210214,SANTIAGO DE PUPUJA,Total,6640,100.0,100.0,2005
4790,210215,TIRAPATA,Area Urbana,691,22.46,22.46,2005
4791,210215,TIRAPATA,Area Rural,2386,77.54,100.0,2005
4792,210215,TIRAPATA,Total,3077,100.0,100.0,2005
4793,210301,MACUSANI,Area Urbana,7557,69.01,69.01,2005
4794,210301,MACUSANI,Area Rural,3393,30.99,100.0,2005
4795,210301,MACUSANI,Total,10950,100.0,100.0,2005
4796,210302,AJOYANI,Area Urbana,1202,57.13,57.13,2005
4797,210302,AJOYANI,Area Rural,902,42.87,100.0,2005
4798,210302,AJOYANI,Total,2104,100.0,100.0,2005
4799,210303,AYAPATA,Area Urbana,2253,33.04,33.04,2005
4800,210303,AYAPATA,Area Rural,4567,66.96,100.0,2005
4801,210303,AYAPATA,Total,6820,100.0,100.0,2005
4802,210304,COASA,Area Urbana,3640,40.91,40.91,2005
4803,210304,COASA,Area Rural,5257,59.09,100.0,2005
4804,210304,COASA,Total,8897,100.0,100.0,2005
4805,210305,CORANI,Area Urbana,875,24.43,24.43,2005
4806,210305,CORANI,Area Rural,2706,75.57,100.0,2005
